License Plate State,License Plate Country,License Plate Type,ePermit?,License Plate Number,Vehicle Make,Vehicle Model,Vehicle Year,Vehicle Color,Nickname,Start Date,Start Time,End Date,End Time
NC,US,,,ABC0248,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABC0249,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0250,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0251,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0252,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0253,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0254,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0255,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0256,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABC0257,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0258,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABC0259,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0260,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABC0261,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABC0262,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0263,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0264,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0265,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0266,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABC0267,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0268,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0269,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABC0270,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0271,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0272,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABC0273,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0274,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0275,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABC0276,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABC0277,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0278,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0279,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0280,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0281,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0282,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABC0283,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0284,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0285,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0286,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0287,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ABC0288,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0289,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0290,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABC0291,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0292,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABC0293,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0294,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0295,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABC0296,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0297,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABC0298,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABC0299,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABC0300,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0301,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0302,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0303,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0304,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0305,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0306,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0307,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0308,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABC0309,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABC0310,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABC0311,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0312,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0313,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABC0314,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0315,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0316,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0317,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0318,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0319,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0320,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0321,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0322,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0323,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0324,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABC0325,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0326,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0327,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0328,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABC0329,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABC0330,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0331,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0332,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0333,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0334,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0335,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0336,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0337,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0338,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0339,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0340,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0341,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABC0342,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0343,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0344,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABC0345,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABC0346,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0347,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABC0348,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0349,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0350,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0351,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0352,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0353,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABC0354,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0355,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0356,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0357,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABC0358,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0359,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0360,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0361,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABC0362,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0363,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABC0364,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0365,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABC0366,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0367,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0368,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABC0369,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0370,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABC0371,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0372,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0373,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0374,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0375,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABC0376,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0377,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0378,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0379,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0380,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0381,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0382,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABC0383,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABC0384,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0385,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0386,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0387,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0388,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0389,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0390,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0391,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0392,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0393,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0394,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0395,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0396,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0397,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0398,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0399,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0400,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0401,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0402,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0403,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0404,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0405,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0406,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0407,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABC0408,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0409,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0410,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0411,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABC0412,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0413,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0414,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0415,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0416,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABC0417,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABC0418,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0419,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ABC0420,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0421,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABC0422,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0423,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABC0424,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0425,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0426,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0427,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0428,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0429,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0430,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABC0431,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ABC0432,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABC0433,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ABC0434,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0435,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0436,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0437,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ABC0438,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0439,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0440,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABC0441,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ABC0442,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0443,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0444,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0445,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0446,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABC0447,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ABC0448,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0449,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0450,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0451,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0452,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABC0453,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0454,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0455,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0456,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ABC0457,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0458,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ABC0459,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ABC0460,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ABC0461,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0462,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0463,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0464,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0465,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABC0466,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ABC0467,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0468,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0469,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABC0470,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0471,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0472,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABC0473,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABC0474,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0475,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0476,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0477,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABC0478,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0479,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ABC0480,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0481,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0482,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0483,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0484,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0485,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ABC0486,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0487,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0488,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0489,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABC0490,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0491,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0492,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0493,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0494,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ABC0495,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ABC0496,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0497,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ABC0498,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0499,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0500,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0501,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0502,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ABC0503,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0504,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0505,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ABC0506,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0507,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0508,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ABC0509,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0510,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0511,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0512,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0513,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ABC0514,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0515,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0516,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0517,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ABC0518,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0519,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0520,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0521,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABC0522,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0523,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ABC0524,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0525,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ABC0526,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0527,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABC0528,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0529,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ABC0530,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0531,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0532,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0533,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ABC0534,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0535,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ABC0536,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ABC0537,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0538,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0539,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0540,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0541,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0542,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0543,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0544,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ABC0545,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ABC0546,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0547,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0548,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ABC0549,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0550,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ABC0551,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0552,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0553,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ABC0554,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ABC0555,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ABC0556,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ABC0557,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ABC0558,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ABC0559,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0560,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ABC0561,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ABC0562,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ABC0563,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0564,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ABC0565,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ABC0566,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ABC0567,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0568,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ABC0569,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ABC0570,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ABC0571,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ABC0572,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ABC0573,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ABC0574,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ABC0575,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ABC0576,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ABC0577,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
